truth	split	pph2_class	pph2_prob	dScore	Score1	Nobs	NormASA	dVol	dProp	Bfact	CpG	IdPmax	IdQmin	PFamHitBool
d	training	deleterious	0.99	+2.035	-1.138	67					0	2.383	54.58	1
d	training	deleterious	0.977	+1.590	-1.138	67					0	2.701	54.58	1
d	training	deleterious	0.998	+3.058	-1.138	67					1	1.748	54.58	1
d	training	deleterious	0.999	+3.060	-1.138	67					1	0.856	54.58	1
d	training	deleterious	1	+1.929	-0.966	67					2			1
d	training	deleterious	1	+2.237	-0.966	67					0			1
d	training	deleterious	0.997	+1.878	-1.164	67					0	0.825	25.52	1
d	training	deleterious	0.975	+2.565	-1.569	67					0	0.650	58.25	1
d	training	deleterious	0.961	+2.408	-1.248	67					0	3.369	75.13	1
d	training	deleterious	0.999	+1.674	-1.079	67					0			1
d	training	deleterious	1	+2.786	-1.194	67					0			1
d	training	deleterious	0.98	+3.590	-1.463	116					0	1.019	66.56	1
d	training	deleterious	0.593	+1.066	-2.115	107					0	6.542	50.49	1
d	training	deleterious	0.625	+1.467	-2.822	106					0	1.219	66.56	1
d	training	deleterious	0.993	+2.481	-1.505	98					0	0.620	22.30	1
d	training	neutral	0.337	+2.149	-2.601	110					0	3.369	92.77	1
d	training	neutral	0.263	+1.596	-1.899	57					0	1.866	83.51	0
d	training	deleterious	0.999	+2.978	-1.036	56					0			0
d	validation	neutral	0.075	+1.390	-1.617	56					0	6.499	87.54	0
d	training	deleterious	1	+2.533	-0.906	58					1			1
d	training	neutral	0.146	+1.498	-1.578	57					0	7.221	87.54	0
d	training	deleterious	0.784	+3.222	-1.724	58					0	0.672	76.67	0
d	training	deleterious	0.577	+1.590	-1.392	59					0	4.527	57.37	0
d	training	neutral	0.002	+0.211	-2.202	57					1	44.012	90.05	0
d	training	deleterious	0.804	+2.129	-1.255	61					2	3.398	76.67	0
d	validation	neutral	0.001	-0.110	-1.842	61					0	28.808	90.96	0
d	training	deleterious	1	+2.533	-0.906	61					1			1
d	training	deleterious	0.997	+3.171	-1.066	61					0	1.132	62.92	1
d	training	deleterious	1	+2.988	-0.972	61					2			1
d	training	neutral	0	-0.330	-2.310	59					0	24.550	91.19	0
d	training	deleterious	1	+3.842	-1.101	59					1			0
d	training	deleterious	0.999	+2.985	-1.101	59					1			0
d	training	deleterious	0.893	+1.847	-1.507	59					2	1.964	56.16	0
d	training	deleterious	0.628	+1.736	-1.097	60					0	4.756	87.54	0
d	validation	deleterious	0.999	+2.566	-0.998	63					0			0
d	training	deleterious	0.905	+3.547	-1.303	63					0	0.953	91.19	0
d	training	neutral	0.138	+0.621	-1.494	63					0	11.641	49.01	0
d	training	deleterious	0.802	+1.936	-1.495	63					0	2.306	62.92	0
d	validation	deleterious	0.858	+2.539	-0.931	51					0	8.316	91.88	0
d	training	neutral	0.406	+0.846	-1.481	52					0	6.667	37.85	0
d	training	deleterious	0.773	+2.760	-1.152	46					2	1.819	92.58	0
d	training	deleterious	0.969	+1.265	-1.406	24					0			
d	training	deleterious	0.986	+2.610	-1.321	69	0.171	65	1.66	1.22	2	2.898	61.22	1
d	training	deleterious	1	+2.881	-1.136	69	0.007	-55	1.07	-0.42	2	0.732	42.86	1
d	training	deleterious	1	+1.894	-0.810	72	0.018	27	0.29	-0.79	0			1
d	validation	deleterious	1	+2.262	-0.810	72	0.018	-51	0.46	-0.79	0			1
d	training	deleterious	0.959	+1.681	-1.142	72	0.642	27	0.04	-0.78	0	1.261	23.81	1
d	training	neutral	0.451	+1.705	-1.858	73	0.232	25	0.34	-0.66	0	2.999	78.23	1
d	validation	deleterious	0.848	+1.245	-1.244	73	0.301	-23	0.25	-0.64	0	4.787	40.14	1
d	training	deleterious	0.81	+1.134	-1.429	74	0.017	23	0.11	-0.63	0	10.137	62.59	1
d	validation	neutral	0.272	+0.502	-1.422	74		-52	0.44	-0.62	2	17.734	71.43	1
d	training	deleterious	0.944	+2.062	-1.422	74		-80	0.73	-0.62	0	4.798	71.43	1
d	training	neutral	0.095	+0.457	-1.422	74		27	0.11	-0.62	1	19.159	71.43	1
d	training	deleterious	0.969	+2.668	-1.422	74		23	0.11	-0.62	1	2.638	71.43	1
d	training	deleterious	0.975	+3.239	-1.633	72	0.195	-82	0.12	-0.45	0	1.525	83.67	1
d	training	deleterious	0.681	+1.902	-1.633	72	0.195	-23	0.1	-0.45	0	3.892	83.67	1
d	training	neutral	0.378	+1.438	-1.633	72	0.195	-23	0.03	-0.45	0	7.649	83.67	1
d	validation	deleterious	0.804	+1.724	-1.633	72	0.195	-50	0.14	-0.45	0	3.588	83.67	1
d	training	neutral	0.394	+1.320	-2.091	74	0.274	-57	0.98	0.54	0	3.788	93.88	1
d	training	neutral	0.258	+1.112	-1.608	74	0.325	-54	1.73	0.24	2	15.944	64.63	1
d	training	deleterious	0.736	+2.115	-1.697	74	0.146	24	0.52	1.12	0	2.258	85.03	1
d	training	neutral	0.06	+0.919	-1.592	73	0.726	-23	0.75	1.77	0	6.350	82.99	1
d	validation	deleterious	0.523	+2.102	-1.592	73	0.726	29	1.19	1.77	0	2.825	82.99	1
d	training	deleterious	1	+2.396	-0.901	74	0.385	-60	0.08	0.10	0			1
d	training	neutral	0.008	+0.868	-1.746	74	0.540	-27	0.29	0.68	0	21.051	93.88	1
d	validation	neutral	0.405	+1.645	-1.746	74	0.540	-78	0.75	0.68	0	7.357	93.88	1
d	validation	deleterious	0.97	+1.862	-1.784	74	0.201	-101	0.85	-0.19	0	1.503	61.22	1
d	training	deleterious	0.974	+2.152	-1.343	74	0.087	23	0.75	-0.57	0	5.102	61.22	1
d	training	deleterious	0.81	+1.008	-1.343	74	0.087	1	0.27	-0.57	0	11.669	61.22	1
d	training	deleterious	0.76	+1.092	-1.343	74	0.087	28	0.22	-0.57	0	13.550	61.22	1
d	training	deleterious	0.805	+0.859	-1.155	74	0.195	28	0.29	-0.67	2	6.306	61.22	1
d	training	deleterious	0.992	+2.285	-1.155	74	0.195	78	0.75	-0.67	0	4.350	61.22	1
d	training	deleterious	0.992	+2.503	-1.155	74	0.195	113	0.91	-0.67	0	6.563	61.22	1
d	training	deleterious	0.997	+2.397	-1.155	74	0.195	80	0.73	-0.67	0	2.038	61.22	1
d	training	deleterious	0.989	+1.855	-0.969	73	0.014	-28	0.22	-0.66	0	3.262	46.94	1
d	training	deleterious	1	+2.368	-0.969	73	0.014	51	0.7	-0.66	0	7.707	46.94	1
d	training	deleterious	0.7	+1.844	-2.107	73	0.152	78	0.75	-0.47	0	3.963	83.67	1
d	training	deleterious	0.667	+1.717	-2.107	73	0.152	84	0.93	-0.47	0	3.196	83.67	1
d	training	neutral	0.156	+1.633	-2.352	73	0.384	23	0.25	-0.33	0	2.221	87.07	1
d	training	deleterious	0.977	+1.655	-0.793	73		78	0.75	-0.63	0	18.996	63.95	1
d	training	neutral	0.335	+0.959	-1.352	73	0.187	-78	0.75	0.09	0	29.828	58.50	1
d	training	deleterious	0.927	+1.748	-1.352	73	0.187	30	1.3	0.09	0	2.876	58.50	1
d	training	deleterious	0.962	+2.284	-1.715	73		-55	1.07	-0.52	2	1.485	74.83	1
d	training	deleterious	0.884	+2.418	-1.715	73		-23	1.19	-0.52	0	1.688	74.83	1
d	training	deleterious	1	+3.649	-1.164	73	0.007	-14	0.72	-0.28	0	0.431	50.34	1
d	training	deleterious	1	+2.853	-1.164	73	0.007	6	1.75	-0.28	2	0.922	50.34	1
d	training	deleterious	0.994	+2.043	-1.676	73	0.007	52	2.12	-0.22	0	2.393	53.06	1
d	training	neutral	0.061	+0.602	-1.568	73	0.158	-28	0.22	-0.16	0	12.808	72.11	1
d	training	neutral	0.155	+1.484	-1.841	72	0.604	-78	0.75	0.96	0	6.664	87.07	1
d	training	neutral	0.006	+0.557	-1.841	72	0.604	30	1.3	0.96	0	18.849	87.07	1
d	training	deleterious	0.921	+1.008	-1.277	74	0.107	-23	0.03	0.02	0	8.941	63.95	1
d	training	neutral	0.001	-0.277	-2.017	73	0.353	0	0.07	-0.44	0	32.187	86.39	1
d	training	deleterious	0.997	+2.859	-0.997	74		-40	0.38	-0.55	0	0.727	85.03	1
d	training	deleterious	0.954	+2.059	-1.453	74	0.122	-54	1.73	-0.22	2	3.181	82.99	1
d	training	deleterious	0.912	+1.628	-1.358	74		-52	0.44	-0.75	2	3.193	68.03	1
d	training	neutral	0.025	+0.772	-2.220	74	0.008	-27	0.04	-0.73	0	8.345	87.07	1
d	training	neutral	0.313	+1.201	-1.775	74	0.496	104	0.48	-0.67	0	6.909	85.03	1
d	training	deleterious	0.851	+0.905	-1.086	74	0.099	-3	0.37	-0.69	0	21.239	55.10	1
d	training	neutral	0.178	+0.921	-1.914	73	0.414	-53	1.09	-0.23	0	12.712	74.83	1
d	training	neutral	0.079	+0.545	-1.914	73	0.414	-78	0.75	-0.23	0	11.221	74.83	1
d	training	neutral	0.477	+1.473	-1.914	73	0.414	-51	0.7	-0.23	0	4.191	74.83	1
d	training	deleterious	0.804	+1.696	-1.535	73	0.203	30	1.3	-0.75	0	6.149	68.03	1
d	training	neutral	0.31	+0.839	-1.535	73	0.203	6	0.4	-0.75	0	14.553	68.03	1
d	training	deleterious	0.706	+1.771	-1.474	72	0.010	1	0.27	-0.68	0	3.958	86.39	1
d	training	deleterious	0.993	+1.757	-1.157	70	0.033	-52	0.44	-0.72	0	2.796	62.59	1
d	training	deleterious	0.966	+1.940	-1.227	70	0.029	-28	0.29	-0.31	0	2.688	62.59	1
d	training	deleterious	0.976	+1.901	-1.227	70	0.029	1	0.27	-0.31	0	5.781	62.59	1
d	training	deleterious	0.887	+1.879	-1.616	69	0.036	-2	0.39	-0.61	0	3.740	78.23	1
d	training	neutral	0.403	+1.357	-1.539	69		-4	0.07	-0.64	0	10.027	78.23	1
d	training	neutral	0.018	+0.372	-1.539	69		-27	0.04	-0.64	2	21.062	78.23	1
d	training	neutral	0.089	+0.604	-1.704	69	0.049	28	0.22	-0.82	1	16.729	68.03	1
d	training	deleterious	0.962	+1.468	-1.291	69	0.015	-4	0	-0.90	0	3.195	62.59	1
d	training	deleterious	0.985	+3.513	-1.354	70	0.525	-85	0.25	-0.77	0	0.811	74.83	1
d	validation	deleterious	0.985	+2.697	-1.354	70	0.525	-40	0.38	-0.77	0	1.279	74.83	1
d	training	deleterious	0.999	+2.370	-1.259	70	0.033	-104	0.48	-0.67	0	1.816	72.11	1
d	training	deleterious	0.995	+3.325	-1.202	66	0.374	47	0.77	-0.76	1	0.734	61.90	1
d	training	deleterious	0.98	+1.781	-1.140	66	0.068	1	0.27	-0.89	0	3.581	61.90	1
d	training	deleterious	0.999	+1.724	-1.004	66	0.275	-52	0.44	-0.43	0			0
d	training	deleterious	0.99	+1.531	-1.004	66	0.275	27	0.04	-0.43	1			0
d	training	neutral	0	+0.148	-2.098	66	0.631	-25	0.34	1.59	0	19.150	87.07	0
d	training	neutral	0.181	+0.831	-1.447	27	0.141	54	1.67	-0.03	1	38.759	78.06	1
d	training	neutral	0.035	+0.461	-2.124	65		-9	0.47	-0.42	0	5.541	88.85	1
d	training	neutral	0.055	+1.396	-2.061	65	0.592	28	0.22	-0.31	1	7.298	88.85	1
d	training	deleterious	1	+2.054	-1.082	67	0.016	30	1.3	-0.22	1	1.247	27.34	1
d	training	deleterious	0.928	+2.679	-1.784	62	0.457	-20	1.03	1.24	1	0.749	36.69	1
d	training	deleterious	1	+4.359	-0.922	62	0.325	54	1.67	0.80	1			1
d	training	deleterious	0.998	+3.183	-0.766	61	0.368	113	0.91	0.17	2	0.906	56.83	1
d	training	neutral	0.002	+1.026	-2.261	37					1	14.246	94.83	0
d	training	neutral	0	-0.036	-3.009	35					2	4.750	94.83	0
d	training	deleterious	1	+4.210	-1.013	280		167	0.76	-0.60	1	0.161	29.70	1
d	training	neutral	0.175	+0.682	-2.130	284	0.141	-20	1.03	1.15	1	11.496	39.48	1
d	training	deleterious	0.982	+1.209	-1.713	285	0.006	-101	0.85	0.12	0	3.774	35.79	1
d	validation	deleterious	1	+4.114	-1.204	285	0.073	54	1.67	-0.60	1	0.219	27.49	1
d	training	deleterious	0.97	+2.105	-1.839	281	0.333	-61	0.68	0.45	1	1.301	47.97	1
d	training	neutral	0.276	+1.207	-2.486	283	0.532	47	0.77	0.73	1	4.811	47.97	1
d	validation	deleterious	0.609	+0.939	-1.886	291	0.286	1	2.82	-0.81	0	7.719	33.21	1
d	training	deleterious	1	+4.344	-0.984	301	0.175	54	1.67	-1.63	1	0.068	13.84	1
d	training	deleterious	0.825	+1.442	-0.983	301	0.310	5	1.14	1.77	0	4.697	35.24	1
d	training	deleterious	0.999	+1.921	-0.961	301	0.095	-23	0.03	-0.19	0	1.799	13.84	1
d	training	neutral	0.045	+0.754	-2.376	299	0.680	28	0.22	-0.48	1	5.172	66.42	1
d	training	deleterious	0.998	+2.317	-1.384	111					2	0.305	17.33	1
d	training	deleterious	1	+3.124	-0.890	111					2			1
d	training	deleterious	0.99	+1.298	-1.113	108					2	2.467	25.74	1
d	training	deleterious	0.992	+2.085	-1.101	100					1	1.248	37.13	0
d	training	deleterious	0.973	+2.066	-1.320	100					1	2.296	37.13	0
d	training	deleterious	1	+3.145	-1.116	95	0.235	-20	1.03	-0.32	1	0.371	43.37	1
d	training	neutral	0.472	+1.690	-2.384	95	0.752	-55	1.07	-0.58	2	2.106	80.30	1
d	training	deleterious	0.9	+2.179	-1.535	91	0.604	-4	0.3	1.30	0	1.886	64.77	1
d	validation	deleterious	0.998	+3.377	-1.065	85		47	0.77	-0.72	1	1.040	69.51	1
d	training	deleterious	1	+3.137	-1.002	86	0.009	-20	1.03	-1.08	1			1
d	training	deleterious	0.961	+1.778	-1.191	87	0.271	24	1.7	2.63	0	2.752	36.17	1
d	training	deleterious	0.997	+3.216	-1.201	82	0.108	47	0.77	-1.20	1	1.475	81.63	1
d	training	deleterious	1	+2.370	-1.022	57	0.065	20	1.03	-0.74	2			1
d	training	neutral	0.002	+0.516	-1.996	54	0.729	55	1.07	4.39	0	32.487	86.51	1
d	training	deleterious	0.984	+2.382	-1.213	40	0.585	-29	0.56	-0.33	1	0.584	35.68	1
d	training	deleterious	1	+3.137	-0.705	39	0.023	113	0.91	-0.77	1			1
d	training	deleterious	1	+2.365	-0.705	39	0.069	29	0.02	-0.80	0			1
d	training	deleterious	0.991	+2.030	-1.034	40		5	1.14	-0.58	0	1.643	41.49	1
d	training	deleterious	1	+2.068	-0.919	38	0.059	-50	1.04	-0.72	2			1
d	training	neutral	0.004	-0.251	-1.935	81					0	18.279	85.44	0
d	training	deleterious	0.999	+2.128	-1.035	81					0			0
d	training	deleterious	0.998	+2.646	-1.293	84					0			0
d	training	deleterious	0.999	+1.853	-1.057	106					0			0
d	training	deleterious	0.665	+1.495	-1.363	106					0	3.158	73.53	0
d	training	deleterious	0.873	+2.185	-1.363	106					0	2.572	73.53	0
d	validation	deleterious	1	+2.385	-0.861	106					0			0
d	training	deleterious	1	+2.670	-0.861	106					0			0
d	training	deleterious	0.998	+2.506	-1.281	110					0			0
d	training	deleterious	0.998	+2.646	-1.293	120					0			0
d	training	deleterious	0.984	+2.598	-1.472	120					0	0.780	31.00	0
d	training	deleterious	0.997	+1.945	-1.281	120					1			0
d	training	deleterious	0.999	+3.818	-1.281	120					1			0
d	training	neutral	0.102	+1.600	-1.833	120					1	5.166	86.77	0
d	training	deleterious	0.999	+2.737	-1.198	120					0			0
d	training	deleterious	0.999	+2.325	-1.035	120					0			0
d	training	deleterious	0.998	+2.642	-1.293	133					2			0
d	training	deleterious	1	+2.849	-0.861	133					0			0
d	training	deleterious	1	+2.849	-0.861	133					0			0
d	training	deleterious	0.507	+1.574	-1.434	133					0	6.323	75.05	0
d	validation	deleterious	0.995	+1.564	-1.149	133					0			0
d	training	deleterious	0.999	+1.871	-1.241	133					0			1
d	training	deleterious	1	+2.418	-1.201	133					0			1
d	training	neutral	0.223	+0.663	-1.808	132					0	10.201	60.87	1
d	training	deleterious	0.998	+1.689	-1.311	133					0			1
d	training	deleterious	1	+1.943	-1.057	117					0			1
d	training	deleterious	0.999	+1.625	-1.088	117					0			1
d	training	deleterious	0.911	+1.875	-1.236	117					0	6.894	83.93	1
d	training	neutral	0.083	+0.793	-2.630	117					0	2.653	89.98	1
d	validation	deleterious	0.995	+2.461	-1.399	116					0	1.223	38.56	1
d	training	neutral	0.231	+1.043	-2.502	112					1	3.594	89.98	1
d	training	neutral	0.004	+0.061	-2.502	112					1	19.250	89.98	1
d	training	neutral	0.068	+0.918	-2.502	112						4.972	89.98	1
d	training	deleterious	0.773	+2.581	-2.502	112					1	0.662	89.98	1
d	training	deleterious	0.999	+1.937	-1.198	89					0			1
d	training	deleterious	1	+2.415	-1.198	89					2			1
d	training	deleterious	1	+3.818	-1.281	90					1			1
d	training	deleterious	1	+2.474	-1.057	89					0			1
d	training	neutral	0.065	+0.853	-2.525	89					2	7.344	89.98	1
d	training	deleterious	1	+2.849	-0.861	86					0			1
d	validation	deleterious	0.7	+1.768	-1.810	85					0	1.412	89.98	1
d	training	deleterious	1	+3.441	-1.198	58					0			1
d	training	neutral	0.42	+1.976	-1.571	42					0	4.035	89.98	1
d	validation	deleterious	0.999	+2.271	-1.117	42					0			1
d	training	deleterious	0.998	+2.067	-1.293	42					0			1
d	training	deleterious	0.999	+2.642	-1.293	42					2			1
d	training	deleterious	0.998	+1.977	-1.158	42					0			1
d	training	deleterious	0.996	+1.626	-1.158	42					1			1
d	training	deleterious	0.999	+2.726	-1.281	42					1			1
d	training	deleterious	0.999	+1.882	-1.281	42					1			1
d	training	neutral	0.12	+1.157	-1.474	41					0	15.096	85.63	1
d	training	deleterious	1	+2.675	-1.035	41					2			1
d	training	deleterious	0.999	+2.241	-1.201	40					0			1
d	training	neutral	0.008	+0.339	-1.799	40					0	15.387	86.01	1
d	training	deleterious	0.724	+1.778	-1.386	40					0	2.632	85.63	1
d	training	deleterious	0.697	+1.909	-1.634	40					0	2.181	80.15	1
d	training	deleterious	0.985	+1.657	-1.541	40					2			1
d	training	deleterious	0.992	+1.446	-1.239	40					2			1
d	training	deleterious	0.992	+1.444	-1.241	40					0			1
d	training	deleterious	0.998	+1.977	-1.158	40					0			1
d	training	deleterious	0.992	+2.416	-1.089	39					0	1.506	64.65	1
d	validation	deleterious	0.788	+1.799	-1.378	37					1	3.805	73.72	1
d	training	deleterious	0.898	+2.117	-1.378	37					0	2.147	73.72	1
d	training	deleterious	0.503	+1.994	-1.648	37					0	3.009	86.01	1
d	training	deleterious	0.992	+1.565	-1.433	37					0			1
d	training	deleterious	0.968	+1.447	-1.710	37					2			1
d	training	deleterious	0.995	+1.672	-1.260	37					0			1
d	training	deleterious	0.999	+2.638	-1.260	37					0			1
d	training	neutral	0.004	+0.556	-1.727	37					0	24.722	89.22	1
d	training	neutral	0.174	+1.318	-1.698	37					0	3.582	87.52	1
d	training	deleterious	0.996	+2.042	-1.348	37					0			1
d	training	deleterious	0.998	+1.707	-1.260	37					1			1
d	training	deleterious	0.997	+1.819	-1.139	37					1			1
d	training	deleterious	0.994	+1.771	-1.433	37					2			1
d	training	deleterious	0.999	+2.274	-1.304	37					0			1
d	training	deleterious	0.596	+1.601	-1.502	37					0	2.529	65.97	1
d	training	neutral	0.022	+0.615	-1.502	37					0	22.698	65.97	1
d	training	deleterious	0.995	+1.558	-1.255	35					2			1
d	training	deleterious	0.998	+2.009	-1.255	35					0			1
d	training	deleterious	0.996	+1.793	-1.301	35					0			1
d	training	deleterious	0.997	+1.696	-1.398	35					3			1
d	training	deleterious	0.997	+1.696	-1.398	35					1			1
d	training	neutral	0.239	+1.605	-1.511	35					0	4.799	89.98	1
d	validation	neutral	0.133	+1.644	-1.655	35					0	1.953	89.98	0
d	training	neutral	0.44	+2.155	-1.655	35					0	1.261	89.98	0
d	training	neutral	0.09	+1.655	-1.751	35					1	3.388	89.98	0
d	validation	deleterious	0.997	+2.204	-1.115	35					0			0
d	training	neutral	0.259	+2.483	-1.814	35					2	2.086	89.98	0
d	training	neutral	0.004	+0.372	-1.386	35					2	34.947	88.09	0
d	training	deleterious	0.985	+1.496	-1.175	35					0			0
d	training	deleterious	0.998	+3.301	-1.115	35					0			0
d	training	deleterious	0.999	+2.747	-0.921	35					0			0
d	training	deleterious	0.978	+1.787	-1.398	35					1			0
d	training	neutral	0.005	+0.672	-1.620	35					0	32.352	83.93	0
d	training	deleterious	0.921	+1.482	-1.710	35					0			0
d	validation	deleterious	0.991	+2.015	-1.304	35					0			0
d	validation	deleterious	0.997	+2.204	-1.115	35					0			0
d	training	neutral	0.117	+2.084	-1.659	35					0	4.245	88.09	0
d	training	deleterious	0.98	+1.494	-1.260	35					0			0
d	training	deleterious	0.968	+1.688	-1.351	35					2			0
d	training	neutral	0.174	+1.687	-1.377	35					0	3.211	89.98	0
d	validation	deleterious	0.998	+1.975	-0.921	35					0			0
d	training	neutral	0.322	+1.797	-1.306	35					0	3.584	88.09	0
d	training	deleterious	0.912	+0.930	-1.312	76					1	4.143	19.37	1
d	training	deleterious	0.999	+4.496	-0.805	437					1	0.500	55.34	0
d	training	deleterious	0.998	+3.654	-0.805	437					1	1.694	55.34	0
d	training	deleterious	0.656	+1.413	-1.303	438					0	8.741	59.32	0
d	training	deleterious	0.88	+3.477	-1.642	437					0	0.771	71.11	0
d	training	deleterious	0.914	+1.463	-1.605	353					1	3.340	52.48	1
d	training	deleterious	1	+2.736	-0.880	353					1	0.516	12.17	1
d	training	neutral	0.019	+0.392	-1.634	88					0	24.407	89.89	1
d	training	neutral	0.013	+0.411	-1.958	88					0	40.239	78.92	1
d	training	deleterious	0.942	+2.005	-1.519	103					0	4.155	50.59	1
d	training	deleterious	0.932	+1.124	-1.390	103					1	5.791	26.33	1
d	training	deleterious	0.992	+1.404	-0.796	113					0	5.531	25.15	1
d	training	deleterious	1	+2.592	-0.640	114					0			1
d	training	deleterious	1	+2.682	-0.640	114					0			1
d	training	deleterious	0.988	+2.075	-1.475	115					0	1.971	27.51	1
d	training	deleterious	0.733	+1.014	-1.534	115					2	12.671	34.32	1
d	training	deleterious	0.95	+1.610	-1.230	115					0	9.693	28.99	1
d	validation	deleterious	0.99	+2.381	-1.591	115					0	1.420	45.86	1
d	validation	deleterious	0.985	+2.206	-1.591	115					0	1.843	45.86	1
d	training	deleterious	0.934	+2.341	-1.743	115					0	1.408	73.08	1
d	training	deleterious	0.995	+2.795	-1.088	117					0	2.200	73.08	1
d	training	deleterious	0.688	+1.413	-1.784	107					0	5.700	47.04	1
d	training	deleterious	0.996	+2.316	-0.659	120					0	14.759	42.90	1
d	training	deleterious	0.976	+3.545	-1.550	120					0	0.677	76.04	1
d	training	deleterious	0.996	+2.247	-0.959	118					0	2.256	64.79	1
d	training	deleterious	1	+2.258	-0.624	119					0			1
d	training	deleterious	0.999	+2.641	-0.699	119					1	2.308	42.31	1
d	validation	neutral	0.425	+2.882	-1.697	12					0	0.794	55.29	0
d	validation	neutral	0.026	+1.429	-1.697	12					0	4.482	55.29	0
d	training	neutral	0.026	+1.378	-1.853	13					0	5.489	66.83	0
d	training	neutral	0.001	+0.331	-1.853	12					0	11.701	66.83	0
d	validation	neutral	0.004	+0.322	-1.759	13					0	14.697	66.83	0
d	training	neutral	0.031	+0.639	-1.930	38					2	21.264	61.81	1
d	training	neutral	0.085	+1.012	-1.259	34					0	14.888	87.59	0
d	training	deleterious	0.826	+2.416	-1.523	40	0.023	-4	0.07	-1.16	1	2.972	93.72	1
d	training	deleterious	0.995	+3.902	-1.585	230	0.893	54	1.67	0.00	1	0.387	82.69	1
d	training	neutral	0.045	+0.762	-1.629	234	0.400	27	0.04	0.00	1	10.356	71.79	1
d	training	neutral	0.401	+1.274	-1.215	32					2	7.229	60.98	0
d	training	deleterious	0.999	+3.065	-0.895	292					0	1.930	58.35	1
d	training	deleterious	0.984	+2.355	-1.189	291					2	3.159	70.92	1
d	validation	deleterious	0.625	+1.991	-1.989	295					1	3.824	77.86	1
d	training	neutral	0.209	+1.267	-1.978	296					0	10.565	71.29	1
d	training	deleterious	0.905	+2.446	-1.865	301					0	2.023	71.29	1
d	validation	deleterious	0.997	+3.131	-1.063	301					2	1.556	63.60	1
d	training	deleterious	1	+3.227	-0.840	300					0			1
d	training	deleterious	1	+4.459	-0.863	301					1			1
d	training	neutral	0.063	+1.433	-2.344	301					0	6.146	93.06	1
d	training	neutral	0.339	+1.054	-2.187	301					1	8.710	70.92	1
d	training	deleterious	0.998	+3.185	-0.746	305					2	2.400	60.60	1
d	training	deleterious	0.992	+2.956	-1.350	305					0	1.121	62.29	1
d	training	deleterious	0.808	+2.048	-1.398	267	0.289	2	1.48	0.79	0	4.663	64.73	1
d	training	deleterious	0.588	+1.209	-1.598	267					0	7.122	66.04	1
d	training	neutral	0.41	+1.466	-1.882	266					0	3.934	78.80	1
d	training	deleterious	1	+2.953	-0.743	263	0.149	78	0.75	0.38	0	0.475	26.45	1
d	training	deleterious	1	+2.305	-1.022	262	0.039	29	0.56	-0.69	2	0.890	36.40	1
d	training	deleterious	1	+2.441	-0.894	264	0.094	-6	1.75	0.33	1			1
d	training	deleterious	1	+2.533	-0.894	264	0.094	-29	0.56	0.33	1			1
d	training	deleterious	1	+4.406	-0.894	264	0.094	54	1.67	0.33	1			1
d	training	deleterious	1	+3.288	-0.847	264	0.226	-54	1.67	0.73	0			1
d	training	deleterious	0.834	+1.429	-1.017	264	0.083	29	0.56	0.23	2	21.043	61.16	1
d	training	deleterious	0.999	+2.346	-1.043	264	0.410	-113	0.91	-0.26	3	2.089	47.84	1
d	training	deleterious	0.996	+2.209	-1.049	264		28	0.22	-1.10	0	2.388	47.84	1
d	training	deleterious	0.568	+0.660	-1.297	264		-27	0.04	-1.05	0	13.588	50.47	1
d	training	deleterious	0.997	+2.901	-1.162	264					0	2.087	47.84	1
d	training	deleterious	0.739	+1.528	-0.999	264					2	26.206	76.17	1
d	training	deleterious	1	+2.993	-0.735	264	0.069	80	0.73	-0.32	0	1.740	42.21	1
d	training	deleterious	0.507	+1.882	-2.027	264					0	2.161	93.06	1
d	validation	deleterious	1	+3.907	-0.750	264	0.015	41	0.35	-0.91	0			1
d	training	deleterious	1	+2.613	-0.750	264	0.015	-23	0.25	-0.91	0			1
d	training	deleterious	0.976	+1.723	-0.968	264					0	14.194	52.72	1
d	training	deleterious	0.999	+2.155	-0.915	264	0.250	-3	0.14	-0.08	2	2.217	52.72	1
d	training	deleterious	0.998	+2.652	-1.143	264					0	1.303	52.72	1
d	training	deleterious	0.959	+2.007	-1.598	264					2	2.302	60.60	1
d	training	deleterious	0.999	+3.932	-1.180	264					1	0.961	52.72	1
d	training	deleterious	0.839	+1.851	-1.424	262	0.508	-30	1.3	-0.44	0	3.854	77.86	1
d	training	deleterious	0.997	+3.106	-0.977	242	0.496	-55	1.07	1.00	0	0.953	58.35	1
d	training	deleterious	1	+3.288	-0.847	244					0			1
d	training	deleterious	0.999	+2.655	-1.106	242					0	1.434	44.65	1
d	training	deleterious	1	+2.932	-0.923	242					0	1.461	40.15	1
d	training	deleterious	0.974	+2.502	-1.393	89					2	1.340	80.71	1
d	training	deleterious	1	+1.677	-1.358	45	0.039	29	0.56	-0.69	2			1
d	training	deleterious	0.999	+2.605	-1.239	45					0			1
d	training	deleterious	0.999	+2.515	-1.181	42					0			1
d	training	neutral	0.008	+1.321	-1.828	405					0	45.144	88.54	1
d	training	deleterious	0.836	+2.324	-1.602	403					0	4.147	84.38	1
d	training	deleterious	1	+3.284	-0.737	157	0.138	113	0.91	0.27	2	1.658	47.50	1
d	training	deleterious	1	+2.690	-0.958	111		-101	0.85	-0.57	0	0.883	34.82	1
d	training	deleterious	0.822	+2.154	-1.258	37					0	3.803	68.99	
